IP地址	数据中心	地区	城市	网络延迟
104.24.22.192	LAX	北美洲	洛杉矶	189 ms
104.25.62.148	LAX	北美洲	洛杉矶	189 ms
104.18.44.203	LAX	北美洲	洛杉矶	189 ms
104.18.32.87	LAX	北美洲	洛杉矶	189 ms
104.27.97.141	LAX	北美洲	洛杉矶	189 ms
104.17.1.62	SJC	北美洲	圣何塞	189 ms
1.0.0.3	LAX	北美洲	洛杉矶	189 ms
94.242.230.21	LAX	北美洲	洛杉矶	189 ms
104.19.40.62	LAX	北美洲	洛杉矶	189 ms
162.159.49.5	LAX	北美洲	洛杉矶	189 ms
185.162.228.49	LAX	北美洲	洛杉矶	189 ms
104.19.17.78	LAX	北美洲	洛杉矶	189 ms
104.22.2.90	SJC	北美洲	圣何塞	189 ms
104.22.1.128	SJC	北美洲	圣何塞	189 ms
172.67.242.83	LAX	北美洲	洛杉矶	189 ms
172.67.243.199	LAX	北美洲	洛杉矶	189 ms
104.27.117.17	LAX	北美洲	洛杉矶	189 ms
104.16.236.245	SJC	北美洲	圣何塞	189 ms
104.27.207.152	LAX	北美洲	洛杉矶	189 ms
104.25.177.102	LAX	北美洲	洛杉矶	189 ms
104.25.178.73	LAX	北美洲	洛杉矶	189 ms
104.20.145.221	LAX	北美洲	洛杉矶	189 ms
104.24.176.129	LAX	北美洲	洛杉矶	189 ms
104.16.176.203	SJC	北美洲	圣何塞	189 ms
1.0.0.173	LAX	北美洲	洛杉矶	189 ms
104.20.28.101	LAX	北美洲	洛杉矶	189 ms
104.23.139.244	LAX	北美洲	洛杉矶	189 ms
104.20.113.212	LAX	北美洲	洛杉矶	189 ms
172.83.73.148	LAX	北美洲	洛杉矶	189 ms
104.21.195.78	LAX	北美洲	洛杉矶	189 ms
104.20.25.43	LAX	北美洲	洛杉矶	189 ms
1.0.0.90	LAX	北美洲	洛杉矶	189 ms
1.0.0.62	LAX	北美洲	洛杉矶	189 ms
1.0.0.235	LAX	北美洲	洛杉矶	189 ms
104.22.40.85	LAX	北美洲	洛杉矶	189 ms
104.20.108.112	LAX	北美洲	洛杉矶	189 ms
104.27.58.202	LAX	北美洲	洛杉矶	189 ms
104.21.201.242	LAX	北美洲	洛杉矶	189 ms
172.67.83.177	LAX	北美洲	洛杉矶	189 ms
104.24.28.195	LAX	北美洲	洛杉矶	189 ms
104.19.123.62	LAX	北美洲	洛杉矶	189 ms
94.247.142.120	LAX	北美洲	洛杉矶	189 ms
162.159.24.215	LAX	北美洲	洛杉矶	189 ms
162.159.23.219	LAX	北美洲	洛杉矶	189 ms
104.20.212.224	LAX	北美洲	洛杉矶	189 ms
104.27.74.78	LAX	北美洲	洛杉矶	189 ms
104.17.3.65	SJC	北美洲	圣何塞	189 ms
172.64.158.11	LAX	北美洲	洛杉矶	189 ms
172.67.237.119	LAX	北美洲	洛杉矶	189 ms
172.67.27.246	LAX	北美洲	洛杉矶	189 ms
69.48.218.199	LAX	北美洲	洛杉矶	189 ms
104.20.73.236	LAX	北美洲	洛杉矶	189 ms
104.20.70.220	LAX	北美洲	洛杉矶	189 ms
104.25.168.17	LAX	北美洲	洛杉矶	189 ms
1.0.0.24	LAX	北美洲	洛杉矶	189 ms
104.25.181.28	LAX	北美洲	洛杉矶	189 ms
198.41.206.75	LAX	北美洲	洛杉矶	189 ms
91.193.58.118	LAX	北美洲	洛杉矶	189 ms
172.67.185.213	LAX	北美洲	洛杉矶	189 ms
104.19.51.40	LAX	北美洲	洛杉矶	189 ms
104.24.250.56	LAX	北美洲	洛杉矶	189 ms
104.23.118.130	LAX	北美洲	洛杉矶	189 ms
198.41.199.162	LAX	北美洲	洛杉矶	189 ms
104.27.35.122	LAX	北美洲	洛杉矶	189 ms
1.0.0.138	LAX	北美洲	洛杉矶	190 ms
104.21.199.5	LAX	北美洲	洛杉矶	190 ms
104.27.88.205	LAX	北美洲	洛杉矶	190 ms
104.24.212.156	LAX	北美洲	洛杉矶	190 ms
1.0.0.55	LAX	北美洲	洛杉矶	190 ms
104.25.18.104	LAX	北美洲	洛杉矶	190 ms
104.24.186.77	LAX	北美洲	洛杉矶	190 ms
104.20.154.246	LAX	北美洲	洛杉矶	190 ms
1.0.0.85	LAX	北美洲	洛杉矶	190 ms
104.22.38.192	LAX	北美洲	洛杉矶	190 ms
104.25.234.18	LAX	北美洲	洛杉矶	190 ms
198.217.251.97	LAX	北美洲	洛杉矶	190 ms
104.23.136.168	LAX	北美洲	洛杉矶	190 ms
104.19.94.240	LAX	北美洲	洛杉矶	190 ms
172.67.206.1	LAX	北美洲	洛杉矶	190 ms
104.16.171.240	SJC	北美洲	圣何塞	190 ms
104.16.174.108	SJC	北美洲	圣何塞	190 ms
104.19.202.78	LAX	北美洲	洛杉矶	190 ms
172.64.152.139	LAX	北美洲	洛杉矶	190 ms
162.159.4.86	LAX	北美洲	洛杉矶	190 ms
172.67.82.38	LAX	北美洲	洛杉矶	190 ms
104.20.227.79	LAX	北美洲	洛杉矶	190 ms
104.27.70.237	LAX	北美洲	洛杉矶	190 ms
104.25.200.28	LAX	北美洲	洛杉矶	190 ms
102.177.189.8	LAX	北美洲	洛杉矶	190 ms
104.18.159.95	SJC	北美洲	圣何塞	190 ms
104.19.240.121	SJC	北美洲	圣何塞	190 ms
104.19.243.154	SJC	北美洲	圣何塞	190 ms
104.19.194.107	LAX	北美洲	洛杉矶	190 ms
198.41.198.70	LAX	北美洲	洛杉矶	190 ms
104.20.7.19	LAX	北美洲	洛杉矶	190 ms
185.193.29.179	LAX	北美洲	洛杉矶	190 ms
185.193.30.141	LAX	北美洲	洛杉矶	190 ms
104.18.240.212	SJC	北美洲	圣何塞	190 ms
104.24.206.1	LAX	北美洲	洛杉矶	190 ms
185.146.173.195	LAX	北美洲	洛杉矶	190 ms
104.27.114.94	LAX	北美洲	洛杉矶	190 ms
104.21.215.100	LAX	北美洲	洛杉矶	190 ms
1.0.0.160	LAX	北美洲	洛杉矶	190 ms
104.18.236.61	SJC	北美洲	圣何塞	190 ms
154.85.99.248	LAX	北美洲	洛杉矶	190 ms
104.25.140.87	LAX	北美洲	洛杉矶	190 ms
104.25.231.159	LAX	北美洲	洛杉矶	190 ms
104.25.232.188	LAX	北美洲	洛杉矶	190 ms
1.0.0.24	LAX	北美洲	洛杉矶	190 ms
104.20.27.30	LAX	北美洲	洛杉矶	190 ms
5.10.247.102	LAX	北美洲	洛杉矶	190 ms
104.25.54.107	LAX	北美洲	洛杉矶	190 ms
1.0.0.4	LAX	北美洲	洛杉矶	190 ms
1.0.0.133	LAX	北美洲	洛杉矶	190 ms
162.159.5.220	LAX	北美洲	洛杉矶	190 ms
162.120.94.96	LAX	北美洲	洛杉矶	190 ms
1.0.0.32	LAX	北美洲	洛杉矶	190 ms
104.20.64.231	LAX	北美洲	洛杉矶	190 ms
104.25.60.165	LAX	北美洲	洛杉矶	190 ms
104.21.103.230	LAX	北美洲	洛杉矶	190 ms
103.169.142.226	LAX	北美洲	洛杉矶	190 ms
64.69.24.31	LAX	北美洲	洛杉矶	190 ms
104.17.87.146	SJC	北美洲	圣何塞	190 ms
104.16.177.29	SJC	北美洲	圣何塞	190 ms
104.16.170.140	SJC	北美洲	圣何塞	190 ms
104.25.23.158	LAX	北美洲	洛杉矶	190 ms
104.16.86.16	SJC	北美洲	圣何塞	190 ms
172.67.84.112	LAX	北美洲	洛杉矶	190 ms
172.67.105.128	LAX	北美洲	洛杉矶	190 ms
1.0.0.96	LAX	北美洲	洛杉矶	190 ms
104.27.37.44	LAX	北美洲	洛杉矶	190 ms
104.16.172.6	SJC	北美洲	圣何塞	190 ms
31.12.75.3	LAX	北美洲	洛杉矶	190 ms
104.24.72.158	LAX	北美洲	洛杉矶	190 ms
104.20.169.160	LAX	北美洲	洛杉矶	190 ms
104.25.171.30	LAX	北美洲	洛杉矶	191 ms
104.20.157.29	LAX	北美洲	洛杉矶	191 ms
5.10.246.78	LAX	北美洲	洛杉矶	191 ms
5.182.85.66	LAX	北美洲	洛杉矶	191 ms
94.242.228.44	LAX	北美洲	洛杉矶	191 ms
162.159.253.175	LAX	北美洲	洛杉矶	191 ms
104.20.218.123	LAX	北美洲	洛杉矶	191 ms
104.25.213.111	LAX	北美洲	洛杉矶	191 ms
188.164.248.205	LAX	北美洲	洛杉矶	191 ms
104.21.53.138	LAX	北美洲	洛杉矶	191 ms
104.21.100.97	LAX	北美洲	洛杉矶	191 ms
104.24.38.180	LAX	北美洲	洛杉矶	191 ms
104.25.183.107	LAX	北美洲	洛杉矶	191 ms
1.0.0.33	LAX	北美洲	洛杉矶	191 ms
104.27.109.80	LAX	北美洲	洛杉矶	191 ms
104.27.110.118	LAX	北美洲	洛杉矶	191 ms
104.18.173.48	SJC	北美洲	圣何塞	191 ms
103.11.212.83	LHR	欧洲	伦敦	191 ms
104.25.131.34	LAX	北美洲	洛杉矶	191 ms
104.21.49.242	LAX	北美洲	洛杉矶	191 ms
104.18.249.33	SJC	北美洲	圣何塞	191 ms
104.19.186.134	SJC	北美洲	圣何塞	191 ms
45.95.241.84	LAX	北美洲	洛杉矶	191 ms
45.85.119.104	LAX	北美洲	洛杉矶	191 ms
104.25.79.209	LAX	北美洲	洛杉矶	191 ms
104.27.66.141	LAX	北美洲	洛杉矶	191 ms
104.24.226.21	LAX	北美洲	洛杉矶	191 ms
104.16.175.80	SJC	北美洲	圣何塞	191 ms
104.21.11.223	LAX	北美洲	洛杉矶	191 ms
162.159.61.199	LAX	北美洲	洛杉矶	191 ms
104.27.30.34	LAX	北美洲	洛杉矶	191 ms
104.27.199.227	LAX	北美洲	洛杉矶	191 ms
104.21.52.38	LAX	北美洲	洛杉矶	191 ms
104.24.216.197	LAX	北美洲	洛杉矶	191 ms
1.0.0.212	LAX	北美洲	洛杉矶	191 ms
104.25.90.6	LAX	北美洲	洛杉矶	191 ms
104.25.206.106	LAX	北美洲	洛杉矶	191 ms
104.17.48.142	SJC	北美洲	圣何塞	191 ms
104.25.193.3	LAX	北美洲	洛杉矶	191 ms
104.19.244.6	SJC	北美洲	圣何塞	191 ms
104.17.153.123	SJC	北美洲	圣何塞	191 ms
104.18.218.244	SJC	北美洲	圣何塞	191 ms
104.16.173.41	SJC	北美洲	圣何塞	191 ms
104.25.236.25	LAX	北美洲	洛杉矶	191 ms
104.27.126.225	LAX	北美洲	洛杉矶	191 ms
104.25.85.152	LAX	北美洲	洛杉矶	191 ms
1.0.0.172	LAX	北美洲	洛杉矶	191 ms
104.17.14.34	SJC	北美洲	圣何塞	191 ms
104.20.33.57	LAX	北美洲	洛杉矶	191 ms
172.67.238.197	LAX	北美洲	洛杉矶	191 ms
172.67.179.56	LAX	北美洲	洛杉矶	191 ms
172.67.31.124	LAX	北美洲	洛杉矶	191 ms
104.24.252.161	LAX	北美洲	洛杉矶	191 ms
104.17.167.254	SJC	北美洲	圣何塞	191 ms
198.41.194.153	LAX	北美洲	洛杉矶	191 ms
199.60.103.244	LAX	北美洲	洛杉矶	191 ms
162.159.45.79	LAX	北美洲	洛杉矶	191 ms
162.159.48.194	LAX	北美洲	洛杉矶	191 ms
104.16.72.40	SJC	北美洲	圣何塞	191 ms
104.21.6.153	LAX	北美洲	洛杉矶	191 ms
92.53.191.80	LAX	北美洲	洛杉矶	191 ms
162.159.7.78	LAX	北美洲	洛杉矶	191 ms
1.0.0.166	LAX	北美洲	洛杉矶	191 ms
104.18.36.233	LAX	北美洲	洛杉矶	191 ms
104.25.130.82	LAX	北美洲	洛杉矶	191 ms
104.24.84.30	LAX	北美洲	洛杉矶	191 ms
104.17.0.202	SJC	北美洲	圣何塞	191 ms
162.159.21.189	LAX	北美洲	洛杉矶	191 ms
172.67.201.135	LAX	北美洲	洛杉矶	191 ms
162.159.15.188	LAX	北美洲	洛杉矶	192 ms
1.0.0.44	LAX	北美洲	洛杉矶	192 ms
104.25.87.253	LAX	北美洲	洛杉矶	192 ms
104.27.53.151	LAX	北美洲	洛杉矶	192 ms
104.23.142.204	LAX	北美洲	洛杉矶	192 ms
104.24.233.213	LAX	北美洲	洛杉矶	192 ms
104.22.45.151	LAX	北美洲	洛杉矶	192 ms
172.67.176.40	LAX	北美洲	洛杉矶	192 ms
104.18.42.27	LAX	北美洲	洛杉矶	192 ms
104.18.49.249	LAX	北美洲	洛杉矶	192 ms
104.25.74.239	LAX	北美洲	洛杉矶	192 ms
172.64.151.75	LAX	北美洲	洛杉矶	192 ms
104.27.8.247	LAX	北美洲	洛杉矶	192 ms
173.245.49.102	LAX	北美洲	洛杉矶	192 ms
172.67.181.56	LAX	北美洲	洛杉矶	192 ms
104.18.241.226	SJC	北美洲	圣何塞	192 ms
172.64.90.39	LAX	北美洲	洛杉矶	192 ms
45.131.209.169	LAX	北美洲	洛杉矶	192 ms
172.67.194.181	LAX	北美洲	洛杉矶	192 ms
104.17.64.156	SJC	北美洲	圣何塞	192 ms
104.27.38.57	LAX	北美洲	洛杉矶	192 ms
1.0.0.118	LAX	北美洲	洛杉矶	192 ms
104.20.0.180	LAX	北美洲	洛杉矶	192 ms
104.16.226.241	SJC	北美洲	圣何塞	192 ms
162.159.40.34	LAX	北美洲	洛杉矶	192 ms
104.19.117.105	LAX	北美洲	洛杉矶	192 ms
104.24.225.124	LAX	北美洲	洛杉矶	192 ms
104.25.194.65	LAX	北美洲	洛杉矶	192 ms
89.116.250.189	LAX	北美洲	洛杉矶	192 ms
45.159.219.82	LAX	北美洲	洛杉矶	192 ms
104.18.55.224	LAX	北美洲	洛杉矶	192 ms
104.20.142.76	LAX	北美洲	洛杉矶	192 ms
1.0.0.54	LAX	北美洲	洛杉矶	192 ms
194.113.223.89	LAX	北美洲	洛杉矶	192 ms
104.25.83.33	LAX	北美洲	洛杉矶	192 ms
172.67.191.86	LAX	北美洲	洛杉矶	192 ms
1.0.0.112	LAX	北美洲	洛杉矶	192 ms
162.159.16.215	LAX	北美洲	洛杉矶	192 ms
185.162.229.202	LAX	北美洲	洛杉矶	192 ms
104.24.60.63	LAX	北美洲	洛杉矶	192 ms
172.65.197.198	LAX	北美洲	洛杉矶	192 ms
172.67.104.161	LAX	北美洲	洛杉矶	192 ms
104.17.86.131	SJC	北美洲	圣何塞	192 ms
172.67.200.43	LAX	北美洲	洛杉矶	192 ms
104.27.90.162	LAX	北美洲	洛杉矶	192 ms
104.17.72.201	SJC	北美洲	圣何塞	192 ms
104.17.46.32	SJC	北美洲	圣何塞	192 ms
104.17.45.235	SJC	北美洲	圣何塞	192 ms
104.24.12.160	LAX	北美洲	洛杉矶	192 ms
77.74.228.203	LAX	北美洲	洛杉矶	192 ms
104.19.3.1	LAX	北美洲	洛杉矶	192 ms
104.20.253.248	LAX	北美洲	洛杉矶	192 ms
213.241.198.138	LAX	北美洲	洛杉矶	192 ms
185.148.104.131	LAX	北美洲	洛杉矶	192 ms
45.131.5.242	LAX	北美洲	洛杉矶	192 ms
172.64.92.201	LAX	北美洲	洛杉矶	192 ms
156.229.48.144	LAX	北美洲	洛杉矶	193 ms
104.25.154.63	LAX	北美洲	洛杉矶	193 ms
104.21.46.227	SJC	北美洲	圣何塞	193 ms
1.0.0.17	LAX	北美洲	洛杉矶	193 ms
1.0.0.188	LAX	北美洲	洛杉矶	193 ms
172.64.149.240	LAX	北美洲	洛杉矶	193 ms
104.25.157.174	LAX	北美洲	洛杉矶	193 ms
104.25.156.114	LAX	北美洲	洛杉矶	193 ms
104.19.25.72	LAX	北美洲	洛杉矶	193 ms
104.21.9.33	LAX	北美洲	洛杉矶	193 ms
104.18.10.15	SEA	北美洲	西雅图	193 ms
108.162.193.89	LAX	北美洲	洛杉矶	193 ms
147.185.161.209	LAX	北美洲	洛杉矶	193 ms
104.27.56.220	LAX	北美洲	洛杉矶	193 ms
104.24.10.179	LAX	北美洲	洛杉矶	193 ms
104.17.80.226	SJC	北美洲	圣何塞	193 ms
104.18.248.19	SJC	北美洲	圣何塞	193 ms
162.159.22.212	LAX	北美洲	洛杉矶	193 ms
104.19.55.12	LAX	北美洲	洛杉矶	193 ms
162.159.0.224	LAX	北美洲	洛杉矶	193 ms
104.19.161.235	SEA	北美洲	西雅图	193 ms
172.64.156.40	LAX	北美洲	洛杉矶	193 ms
104.21.15.148	LAX	北美洲	洛杉矶	193 ms
104.25.223.198	LAX	北美洲	洛杉矶	193 ms
62.72.166.19	LAX	北美洲	洛杉矶	193 ms
162.159.207.185	LAX	北美洲	洛杉矶	193 ms
104.20.89.0	LAX	北美洲	洛杉矶	193 ms
104.25.129.52	LAX	北美洲	洛杉矶	193 ms
104.20.164.50	LAX	北美洲	洛杉矶	193 ms
104.20.78.6	LAX	北美洲	洛杉矶	193 ms
104.18.242.168	SJC	北美洲	圣何塞	193 ms
198.41.215.249	LAX	北美洲	洛杉矶	193 ms
104.25.108.76	LAX	北美洲	洛杉矶	193 ms
104.19.196.246	LAX	北美洲	洛杉矶	193 ms
104.18.244.87	SJC	北美洲	圣何塞	193 ms
1.0.0.5	LAX	北美洲	洛杉矶	193 ms
1.0.0.175	LAX	北美洲	洛杉矶	193 ms
185.59.218.252	LAX	北美洲	洛杉矶	193 ms
172.67.34.205	LAX	北美洲	洛杉矶	193 ms
104.18.143.5	SJC	北美洲	圣何塞	193 ms
104.20.65.247	LAX	北美洲	洛杉矶	193 ms
104.19.87.25	LAX	北美洲	洛杉矶	193 ms
104.26.13.213	SEA	北美洲	西雅图	193 ms
104.17.47.145	SJC	北美洲	圣何塞	193 ms
1.0.0.130	LAX	北美洲	洛杉矶	193 ms
172.67.42.83	LAX	北美洲	洛杉矶	193 ms
104.17.37.80	SJC	北美洲	圣何塞	193 ms
156.252.2.68	LAX	北美洲	洛杉矶	193 ms
104.25.49.159	LAX	北美洲	洛杉矶	193 ms
104.20.250.95	LAX	北美洲	洛杉矶	194 ms
104.20.29.4	LAX	北美洲	洛杉矶	194 ms
141.101.113.213	LAX	北美洲	洛杉矶	194 ms
104.25.56.99	LAX	北美洲	洛杉矶	194 ms
1.0.0.252	LAX	北美洲	洛杉矶	194 ms
1.0.0.106	LAX	北美洲	洛杉矶	194 ms
162.159.33.16	LAX	北美洲	洛杉矶	194 ms
1.0.0.202	LAX	北美洲	洛杉矶	194 ms
104.27.9.54	LAX	北美洲	洛杉矶	194 ms
104.24.218.47	LAX	北美洲	洛杉矶	194 ms
172.67.198.67	LAX	北美洲	洛杉矶	194 ms
172.67.199.25	LAX	北美洲	洛杉矶	194 ms
104.25.169.252	LAX	北美洲	洛杉矶	194 ms
188.244.122.20	LAX	北美洲	洛杉矶	194 ms
104.24.8.67	LAX	北美洲	洛杉矶	194 ms
1.0.0.133	LAX	北美洲	洛杉矶	194 ms
104.25.202.159	LAX	北美洲	洛杉矶	194 ms
104.24.156.155	LAX	北美洲	洛杉矶	194 ms
141.101.123.58	LAX	北美洲	洛杉矶	194 ms
104.27.62.101	LAX	北美洲	洛杉矶	194 ms
172.67.244.111	LAX	北美洲	洛杉矶	194 ms
104.20.140.53	LAX	北美洲	洛杉矶	194 ms
104.27.3.196	LAX	北美洲	洛杉矶	194 ms
104.25.151.94	LAX	北美洲	洛杉矶	194 ms
1.0.0.93	LAX	北美洲	洛杉矶	194 ms
172.64.86.185	LAX	北美洲	洛杉矶	194 ms
104.24.147.74	LAX	北美洲	洛杉矶	194 ms
104.25.33.29	LAX	北美洲	洛杉矶	194 ms
104.24.29.105	LAX	北美洲	洛杉矶	194 ms
104.24.64.138	LAX	北美洲	洛杉矶	194 ms
104.24.39.98	LAX	北美洲	洛杉矶	194 ms
104.25.135.136	LAX	北美洲	洛杉矶	194 ms
173.245.58.161	LAX	北美洲	洛杉矶	194 ms
104.20.116.142	LAX	北美洲	洛杉矶	194 ms
104.20.77.176	LAX	北美洲	洛杉矶	194 ms
104.20.163.101	LAX	北美洲	洛杉矶	194 ms
104.24.221.90	LAX	北美洲	洛杉矶	194 ms
104.16.210.130	SJC	北美洲	圣何塞	194 ms
1.0.0.37	LAX	北美洲	洛杉矶	195 ms
5.182.84.41	LAX	北美洲	洛杉矶	195 ms
45.159.217.215	LAX	北美洲	洛杉矶	195 ms
104.24.63.139	LAX	北美洲	洛杉矶	195 ms
1.0.0.17	LAX	北美洲	洛杉矶	195 ms
1.0.0.125	LAX	北美洲	洛杉矶	195 ms
172.67.88.4	LAX	北美洲	洛杉矶	195 ms
104.18.47.248	LAX	北美洲	洛杉矶	195 ms
45.94.169.92	LAX	北美洲	洛杉矶	195 ms
104.20.155.142	LAX	北美洲	洛杉矶	195 ms
104.25.214.93	LAX	北美洲	洛杉矶	195 ms
1.0.0.96	LAX	北美洲	洛杉矶	195 ms
172.67.28.214	LAX	北美洲	洛杉矶	195 ms
172.67.16.18	LAX	北美洲	洛杉矶	195 ms
104.19.192.209	LAX	北美洲	洛杉矶	195 ms
104.19.191.27	SJC	北美洲	圣何塞	195 ms
104.19.27.115	LAX	北美洲	洛杉矶	195 ms
45.80.108.248	LAX	北美洲	洛杉矶	195 ms
104.18.250.150	SJC	北美洲	圣何塞	195 ms
172.65.198.209	LAX	北美洲	洛杉矶	195 ms
104.23.99.25	LAX	北美洲	洛杉矶	195 ms
198.41.203.178	LAX	北美洲	洛杉矶	195 ms
104.19.131.220	LAX	北美洲	洛杉矶	195 ms
162.251.82.169	LAX	北美洲	洛杉矶	195 ms
104.21.193.15	LAX	北美洲	洛杉矶	195 ms
1.0.0.96	LAX	北美洲	洛杉矶	195 ms
104.19.34.187	LAX	北美洲	洛杉矶	195 ms
104.20.139.175	LAX	北美洲	洛杉矶	195 ms
1.0.0.128	LAX	北美洲	洛杉矶	195 ms
104.27.34.186	LAX	北美洲	洛杉矶	195 ms
154.197.121.235	LAX	北美洲	洛杉矶	195 ms
104.24.20.250	LAX	北美洲	洛杉矶	196 ms
172.67.112.21	LAX	北美洲	洛杉矶	196 ms
104.24.17.71	LAX	北美洲	洛杉矶	196 ms
104.24.243.193	LAX	北美洲	洛杉矶	196 ms
104.20.130.103	LAX	北美洲	洛杉矶	196 ms
104.21.207.187	LAX	北美洲	洛杉矶	196 ms
172.67.100.29	LAX	北美洲	洛杉矶	196 ms
104.16.213.156	SJC	北美洲	圣何塞	196 ms
104.19.106.237	LAX	北美洲	洛杉矶	196 ms
1.0.0.139	LAX	北美洲	洛杉矶	196 ms
104.18.43.81	LAX	北美洲	洛杉矶	196 ms
198.41.205.159	LAX	北美洲	洛杉矶	196 ms
104.25.123.7	LAX	北美洲	洛杉矶	196 ms
104.25.216.78	LAX	北美洲	洛杉矶	196 ms
104.24.222.243	LAX	北美洲	洛杉矶	196 ms
1.0.0.252	LAX	北美洲	洛杉矶	196 ms
104.21.219.243	LAX	北美洲	洛杉矶	196 ms
104.21.220.240	LAX	北美洲	洛杉矶	196 ms
1.0.0.240	LAX	北美洲	洛杉矶	196 ms
1.0.0.0	LAX	北美洲	洛杉矶	196 ms
1.0.0.139	LAX	北美洲	洛杉矶	196 ms
104.25.134.244	LAX	北美洲	洛杉矶	196 ms
104.27.87.21	LAX	北美洲	洛杉矶	196 ms
104.25.52.193	LAX	北美洲	洛杉矶	196 ms
104.19.1.72	LAX	北美洲	洛杉矶	196 ms
104.27.206.159	LAX	北美洲	洛杉矶	196 ms
104.17.84.26	SJC	北美洲	圣何塞	196 ms
104.21.89.248	SJC	北美洲	圣何塞	196 ms
104.25.122.130	LAX	北美洲	洛杉矶	197 ms
1.0.0.47	LAX	北美洲	洛杉矶	197 ms
155.46.213.212	LAX	北美洲	洛杉矶	197 ms
45.81.58.81	LAX	北美洲	洛杉矶	197 ms
104.24.196.236	LAX	北美洲	洛杉矶	197 ms
1.0.0.175	LAX	北美洲	洛杉矶	197 ms
1.0.0.168	LAX	北美洲	洛杉矶	197 ms
104.24.19.0	LAX	北美洲	洛杉矶	197 ms
1.0.0.206	LAX	北美洲	洛杉矶	197 ms
1.0.0.46	LAX	北美洲	洛杉矶	197 ms
1.0.0.121	LAX	北美洲	洛杉矶	197 ms
1.0.0.217	LAX	北美洲	洛杉矶	197 ms
1.0.0.186	LAX	北美洲	洛杉矶	197 ms
104.20.105.213	LAX	北美洲	洛杉矶	197 ms
1.0.0.7	LAX	北美洲	洛杉矶	197 ms
172.67.182.15	LAX	北美洲	洛杉矶	197 ms
1.0.0.224	LAX	北美洲	洛杉矶	197 ms
1.0.0.51	LAX	北美洲	洛杉矶	197 ms
104.19.204.74	LAX	北美洲	洛杉矶	197 ms
1.0.0.242	LAX	北美洲	洛杉矶	198 ms
1.0.0.128	LAX	北美洲	洛杉矶	198 ms
1.0.0.254	LAX	北美洲	洛杉矶	198 ms
1.0.0.159	LAX	北美洲	洛杉矶	198 ms
1.0.0.96	LAX	北美洲	洛杉矶	198 ms
1.0.0.116	LAX	北美洲	洛杉矶	198 ms
1.0.0.88	LAX	北美洲	洛杉矶	198 ms
1.0.0.209	LAX	北美洲	洛杉矶	198 ms
104.19.4.254	LAX	北美洲	洛杉矶	198 ms
172.67.108.232	LAX	北美洲	洛杉矶	198 ms
104.24.155.173	LAX	北美洲	洛杉矶	198 ms
198.41.218.232	LAX	北美洲	洛杉矶	198 ms
104.17.43.169	SJC	北美洲	圣何塞	198 ms
104.20.188.193	LAX	北美洲	洛杉矶	198 ms
104.18.243.178	SJC	北美洲	圣何塞	198 ms
104.19.31.231	LAX	北美洲	洛杉矶	198 ms
104.24.251.161	LAX	北美洲	洛杉矶	198 ms
1.0.0.97	LAX	北美洲	洛杉矶	198 ms
1.0.0.253	LAX	北美洲	洛杉矶	198 ms
104.23.96.49	LAX	北美洲	洛杉矶	198 ms
1.0.0.52	LAX	北美洲	洛杉矶	198 ms
104.25.89.216	LAX	北美洲	洛杉矶	198 ms
45.8.211.237	LAX	北美洲	洛杉矶	198 ms
162.159.250.60	LAX	北美洲	洛杉矶	198 ms
162.159.249.108	LAX	北美洲	洛杉矶	198 ms
156.238.18.208	LAX	北美洲	洛杉矶	198 ms
1.0.0.164	LAX	北美洲	洛杉矶	199 ms
1.0.0.131	LAX	北美洲	洛杉矶	199 ms
1.0.0.169	LAX	北美洲	洛杉矶	199 ms
1.0.0.12	LAX	北美洲	洛杉矶	199 ms
1.0.0.184	LAX	北美洲	洛杉矶	199 ms
1.0.0.242	LAX	北美洲	洛杉矶	199 ms
1.0.0.16	LAX	北美洲	洛杉矶	199 ms
1.0.0.157	LAX	北美洲	洛杉矶	199 ms
1.0.0.69	LAX	北美洲	洛杉矶	199 ms
172.67.233.182	LAX	北美洲	洛杉矶	199 ms
1.0.0.50	LAX	北美洲	洛杉矶	199 ms
1.0.0.193	LAX	北美洲	洛杉矶	199 ms
104.20.36.12	LAX	北美洲	洛杉矶	199 ms
1.0.0.138	LAX	北美洲	洛杉矶	199 ms
162.159.252.228	LAX	北美洲	洛杉矶	199 ms
5.226.179.53	LAX	北美洲	洛杉矶	199 ms
1.0.0.226	LAX	北美洲	洛杉矶	199 ms
1.0.0.30	LAX	北美洲	洛杉矶	199 ms
1.0.0.142	LAX	北美洲	洛杉矶	199 ms
1.0.0.88	LAX	北美洲	洛杉矶	199 ms
1.0.0.100	LAX	北美洲	洛杉矶	199 ms
1.0.0.245	LAX	北美洲	洛杉矶	199 ms
1.0.0.52	LAX	北美洲	洛杉矶	199 ms
104.20.196.31	LAX	北美洲	洛杉矶	199 ms
1.0.0.95	LAX	北美洲	洛杉矶	199 ms
1.0.0.82	LAX	北美洲	洛杉矶	199 ms
1.0.0.97	LAX	北美洲	洛杉矶	199 ms
1.0.0.145	LAX	北美洲	洛杉矶	199 ms
172.64.41.156	LAX	北美洲	洛杉矶	199 ms
104.18.61.113	LAX	北美洲	洛杉矶	199 ms
1.0.0.167	LAX	北美洲	洛杉矶	199 ms
162.159.242.171	LAX	北美洲	洛杉矶	200 ms
104.20.217.187	LAX	北美洲	洛杉矶	200 ms
